job_id,company_name,job_title,tag_list,location,three_reasons,description
esoft-vietnam-ltd:senior_java_developer,esoft-vietnam-ltd,Senior Java Developer ,"['Java', 'Agile', 'Scrum']","Tòa Hàn Việt, 203 Minh Khai, Phường Minh Khai, Hai Ba Trung, Ha Noi","Competitive salary & benefit package
Recognition & respect the diversity culture
Dynamic & international working environment","Working with Product Owner to clarify task requirement and proactively propose better ideas or suggestion if any.
Participating in the development including coding, testing, unit-testing and code reviewing.
Trouble shooting system issues and analyze errors for root causes and propose solution.
Deploying bug fixes and feature releases
Must be experienced developer, having minimum of 5 years professional experience. A proven track record with international organizations or studying is desirable.
Proven skills in creating scalable and resilient software designs.
Ability to follow established architectural guidelines for both design and implementation.
Experienced with utilising standard design patterns.
Experienced with system integrations and APIs.
Having worked with Microservices would be an advantage.
used to working with (and enjoy) Test Automation, Scrum.
Current technologies in used include Java enterprise applications, Spring, Hibernate, REST, Amazon Webservices. The more you know the better; otherwise we can help to bridge the gaps.
Self-motivated with good team skills. Enthusiastic and interested in learning and applying new technologies.
Have the ability to communicate in English, both written and verbal is preferred
Have experience and interested working in a distributed team.
Experience with Agile Project Management; namely Scrum
Experience with Jira, Confluence
Be a team player, work toward the common goal of the team, is willing to support other colleagues
Eager to learn the new technologies & Machine learning approaches & systems
Have good mindset, attitude & commitment"
bitcoin-builders:ai_engineer_python_ml_ai_solidity,bitcoin-builders,"AI Engineer (Python, ML, AI, Solidity) ","['Python', 'Blockchain', 'Solidity']","Hong Ha, Phu Nhuan, Ho Chi Minh","Attractive salary package & token bonus
Working on advanced blockchain technology
Talented _x0008_long-time builders in crypto","Design AI algorithms for blockchain smart contracts.
Ensure seamless AI integration into our L2 blockchain with a focus on security and efficiency.
Apply advanced AI methods to blockchain challenges.
Maintain high standards for AI smart contract efficiency, security, and ethics.
Work with teams to meet project goals.
Degree in Computer Science, AI, or related field.
Deep knowledge in AI, ML, and systems.
Experience in blockchain, smart contracts, DApps is highly desirable.
Skilled in Python, Solidity, JavaScript, TensorFlow, PyTorch.
Excellent problem-solving and teamwork abilities.
Competitive compensation and benefits.
Opportunity to work on innovative AI-blockchain projects.
Supportive team and professional development opportunities.
Competitive salary package and and attractive project token bonus
Flexible working time and open, dynamic environment with stunning colleagues
Healthy lunches and free flow of fresh milk, coffee, tea, and more while working in our fabulous office
Sick leave, holidays, and at least 12 paid days off annually.
Full medical and dental coverage for you and 50% for your family
MacBook Pro, monitor, smart desk & chais and any accessories provided to do your best work
Free access to a wide variety of online courses"
bitcoin-builders:blockchain_protocol_engineer_solidity_golang,bitcoin-builders,"Blockchain Protocol Engineer (Solidity, Golang)","['Golang', 'JavaScript', 'Solidity']","Hong Ha, Phu Nhuan, Ho Chi Minh","Attractive salary package & token bonus
Working on advanced blockchain technology
Talented _x0008_long-time builders in crypto","Research, design, develop, and test blockchain technologies
Brainstorm and help evaluate applications for new tools and technologies as they continually evolve
Be involved in the global blockchain community—work on implementing and integrating the latest improvement proposals
Document new solutions as well as maintaining that of existing ones
Proficiency in one of the following languages: Golang, Javascript, Solidity, Rust
Strong knowledge of bitcoin-like and ethereum-like blockchains
Familiarity with basic cryptography
Familiarity with P2P networks
Familiarity with the various web3 & defi protocols is a plus
Strong knowledge of concurrency and writing efficient and safe multithreaded code to build a scalable platform
Willingness to constantly learn new tools, and technologies.
You must be a fast and thorough learner, capable of systematically inquiring into new technologies and their foundations. Think and rethink, from the ground up.
Able to constantly challenge yourself to stay on top of your game and upgrade yourself every day.
Excellent verbal and written communication in English.
Teamwork, flexibility, initiative, communication, and organization.
Play soccer every Friday night.
Competitive salary package and and attractive project token bonus
Flexible working time and open, dynamic environment with stunning colleagues
Healthy lunches and free flow of fresh milk, coffee, tea, and more while working in our fabulous office
Sick leave, holidays, and at least 12 paid days off annually.
Full medical and dental coverage for you.
MacBook Pro, monitor, smart desk & chais and any accessories provided to do your best work
Free access to a wide variety of online courses"
bitcoin-builders:blockchain_engineer_solidity_golangprotocol,bitcoin-builders,"Blockchain Engineer (Solidity, Golang,Protocol)","['Golang', 'JavaScript', 'Solidity']","Hong Ha, Phu Nhuan, Ho Chi Minh","Attractive salary package & token bonus
Working on advanced blockchain technology
Talented _x0008_long-time builders in crypto","Research, design, develop, and test blockchain technologies
Brainstorm and help evaluate applications for new tools and technologies as they continually evolve
Be involved in the global blockchain community—work on implementing and integrating the latest improvement proposals
Document new solutions as well as maintaining that of existing ones
Proficiency in one of the following languages: Golang, Javascript, Solidity, Rust
Strong knowledge of bitcoin-like and ethereum-like blockchains
Familiarity with basic cryptography
Familiarity with P2P networks
Familiarity with the various web3 & defi protocols is a plus
Strong knowledge of concurrency and writing efficient and safe multithreaded code to build a scalable platform
Willingness to constantly learn new tools, and technologies.
You must be a fast and thorough learner, capable of systematically inquiring into new technologies and their foundations. Think and rethink, from the ground up.
Able to constantly challenge yourself to stay on top of your game and upgrade yourself every day.
Excellent verbal and written communication in English.
Teamwork, flexibility, initiative, communication, and organization.
Play soccer every Friday night.
Competitive salary package and and attractive project token bonus
Flexible working time and open, dynamic environment with stunning colleagues
Healthy lunches and free flow of fresh milk, coffee, tea, and more while working in our fabulous office
Sick leave, holidays, and at least 12 paid days off annually.
Full medical and dental coverage for you.
MacBook Pro, monitor, smart desk & chais and any accessories provided to do your best work
Free access to a wide variety of online courses"
bitcoin-builders:senior_mlops_engineer,bitcoin-builders,Senior MLOps Engineer ,"['AWS', 'Python', 'C++']","Hong Ha, Phu Nhuan, Ho Chi Minh","Attractive salary package & token bonus
Working on advanced blockchain technology
Talented _x0008_long-time builders in crypto","Model Deployment: Collaborate with data scientists to deploy machine learning models into production, ensuring smooth integration with existing infrastructure.
Model Serving: Design and implement model serving architectures that can handle large volumes of requests and provide low-latency responses.
Monitoring and Logging: Develop monitoring and logging systems to track model performance, identify issues, and enable data-driven decision-making.
Model Maintenance: Develop and implement processes for model updates, retraining, and redeployment, ensuring minimal downtime and optimal performance.
Infrastructure Management: Manage and maintain the infrastructure supporting our machine learning applications, including cloud resources, containerization, and orchestration tools.
Collaboration: Work closely with data scientists, engineers, and product managers to identify and prioritize project requirements, develop solutions, and ensure successful project delivery.
Security and Compliance: Ensure the security and compliance of our machine learning systems, adhering to industry standards and regulatory requirements.
Education: Bachelor's degree in Computer Science, Mathematics, Statistics, or a related field.
3+ years of experience in machine learning operations, software engineering, or a related field.
Technical Skills:
Proficiency in Python, Go, C++
Experience with machine learning frameworks (e.g., TensorFlow, PyTorch, Scikit-learn).
Familiarity with containerization (e.g., Docker) and orchestration tools (e.g., Kubernetes).
Knowledge of cloud platforms (e.g., AWS, GCP, Azure).
Experience with monitoring and logging tools (e.g., Prometheus, Grafana).
Proficiency in Python, Go, C++
Experience with machine learning frameworks (e.g., TensorFlow, PyTorch, Scikit-learn).
Familiarity with containerization (e.g., Docker) and orchestration tools (e.g., Kubernetes).
Knowledge of cloud platforms (e.g., AWS, GCP, Azure).
Experience with monitoring and logging tools (e.g., Prometheus, Grafana).
Soft Skills:
Excellent communication and collaboration skills.
Strong problem-solving and analytical skills.
Ability to work in a fast-paced environment and prioritize multiple tasks.
Excellent communication and collaboration skills.
Strong problem-solving and analytical skills.
Ability to work in a fast-paced environment and prioritize multiple tasks.
Experience with MLOps tools: Familiarity with MLOps platforms and tools, such as MLflow, TensorFlow Extended, or AWS SageMaker.
Knowledge of DevOps practices: Experience with continuous integration, continuous deployment, and continuous monitoring.
Competitive salary package and and attractive project token bonus
Flexible working time and open, dynamic environment with stunning colleagues
Healthy lunches and free flow of fresh milk, coffee, tea, and more while working in our fabulous office
Sick leave, holidays, and at least 12 paid days off annually.
Full medical and dental coverage for you.
MacBook Pro, monitor, smart desk & chais and any accessories provided to do your best work
Free access to a wide variety of online courses"
qualgo-technologies:senior_automation_engineer,qualgo-technologies,Senior Automation Engineer,"['Automation Test', 'QA QC']","., District 1, Ho Chi Minh","Young & Dynamic Environment
Large-scale Product
New and Challenging product",#N/A
qualgo-technologies:linux_system_administrator,qualgo-technologies,Linux System Administrator,"['Linux', 'System Admin', 'Networking']","., District 1, Ho Chi Minh","Young & Dynamic Environment
Large-scale Product
New and Challenging product",#N/A
qualgo-technologies:senior_software_engineer_java_nodejs,qualgo-technologies,Senior Software Engineer (Java / NodeJS),"['NodeJS', 'AWS', 'Java']","., District 1, Ho Chi Minh","Young & Dynamic Environment
Large-scale Product
New and Challenging product","Design, develop, and maintain robust, scalable, and high-performance backend systems and APIs using NodeJS/Java.
Collaborate with frontend developers, product managers, and other stakeholders to understand requirements and translate them into technical solutions.
Architect efficient and reusable backend components that can be leveraged across different projects and teams.
Write clean, maintainable, and well-documented code following best practices and coding standards in NodeJS/Java.
Optimize backend systems for maximum speed scalability, ensuring high availability and reliability.
Implement security best practices to protect sensitive data and prevent security vulnerabilities.
Conduct code reviews, provide feedback, and mentor junior developers ensure code quality and foster learning.
Troubleshoot and debug backend issues, identify bottlenecks, and propose solutions to optimize performance.
Stay up-to-date with backend technologies, trends, and best practices, and evaluate their potential impact on our systems and processes.
Implement security and data protection measures
Troubleshoot and debugging issues to ensure seamless operation of backend systems
Document processes, procedures, and configurations to facilitate knowledge sharing and ensure consistency.
Proven experience as a Senior Java/NodeJS Engineer, with minimum 5 years of experience in designing and building high-traffic backend systems using Java.
Strong proficiency in Java/NodeJS and its ecosystem
Solid understanding of database technologies such as PostgreSQL, MySQL, MongoDB, Redis databases.
Experience in designing and building RESTful APIs and microservices architectures.
Experience with message queue systems such as Amazon SQS, Amazon SNS, Kafka, RabbitMQ.
Familiarity with cloud platforms such as AWS, Azure, or Google Cloud Platform.
Knowledge of containerization and orchestration tools such as Docker and Kubernetes.
Understanding of Agile software development methodologies such as Scrum.
Strong problem-solving skills and the ability to troubleshoot complex technical issues.
Excellent communication and collaboration skills, with the ability to work effectively in a team environment.
Experience with End-to-End Encryption (E2EE)/VPN is a plus.
Understanding of DevOps practices, including continuous integration and deployment (CI/CD), containerization (e.g., Docker), and orchestration tools (e.g., Kubernetes).
Good knowledge of secure coding practices.
Excellent at teamwork and communication, great attention to detail."
qualgo-technologies:senior_ai_engineer_nlpllm_python,qualgo-technologies,Senior AI Engineer - NLP/LLM (Python) ,"['Python', 'Computer Vision']","., District 1, Ho Chi Minh","Young & Dynamic Environment
Large-scale Product
New and Challenging product","Design, develop, and enhance NLP and LLM models for diverse applications including customer support, chatbots, and automated assistance tools.
Conduct research and experiments to advance the state-of-the-art in NLP and LLM.
Collect, preprocess, and curate large datasets for training and evaluation of NLP, LLM models.
Implement data augmentation and enhancement techniques to improve model robustness.
Deploy and maintain NLP, LLM models in production environments, ensuring
high availability and performance.
Develop APIs and services to make NLP, LLM capabilities accessible to other
teams and applications.
Work closely with data scientists, software engineers, and domain experts to understand requirements and deliver tailored NLP solutions.
Provide technical guidance and mentorship to junior team members.
Implement monitoring and logging for deployed models to ensure performance, reliability, and scalability.
Conduct regular evaluations and fine-tuning of models based on feedback and new data.
Document methodologies, experiments, and results comprehensively.
Communicate findings and progress to stakeholders through reports and presentations.
Stay updated with the latest advancements in NLP, LLM, and AI research.
Contribute to the continuous improvement of the team's processes, tools, and methodologies.
Master’s or PhD degree in Computer Science, Artificial Intelligence, Machine Learning, or a related field.
Minimum of 3-5 years of experience in developing and deploying NLP, LLM models.
Proven experience with large language models (e.g., GPT, BERT, llama, Mistral) and deep learning frameworks (e.g., TensorFlow, PyTorch).
Strong programming skills in Python and familiarity with NLP libraries (e.g.,
Hugging Face Transformers, spaCy, NLTK).
Expertise in machine learning algorithms, neural networks, and statistical modeling.
○ Experience with cloud platforms (e.g., AWS, GCP, Azure)
○ Strong problem-solving skills and the ability to work independently and
collaboratively.
Experience with multilingual NLP and cross-lingual transfer learning.
Familiarity with MLOps practices and tools for continuous integration and deployment of ML models.
Knowledge of distributed computing and big data processing frameworks (e.g., Apache Spark)."
b-class:3_5_years_php_developer_laravel_mysql,b-class,3 - 5 years PHP Developer (Laravel. MySQL),"['PHP', 'MySQL', 'Laravel']","Gold Star, 766/1 Sư Vạn Hạnh, Phường 12, District 10, Ho Chi Minh","Chế độ lương thưởng hấp dẫn
Môi trường trẻ trung, năng động
Có cơ hội tiếp xúc, học hỏi về nhiều công nghệ mới","Phát triển hệ thống sử dụng ngôn ngữ PHP
Tham gia vào các dự án outsource và product của công ty
Có kinh nghiệm phát triển Laravel
Lợi thế lập trình web HTML5, CSS, JavaScript, Ajax
Đã từng làm việc với một trong những database MySQL, MSSQL, Mongo,...
Biết sử dụng Git
Có hiểu biết về HTTP, API, REST...
Biết về Database migration hoặc tuning
Có kinh nghiệm xây dựng CI/CD pipeline, Git
Có kinh nghiệm về AWS hoặc Serverless
Giao tiếp tiếng anh cơ bản
Không ngần ngại đưa ra ý kiến cá nhân
Không ngại thử thách và tiếp cận với những công nghệ mới
Có năng lực giải quyết vấn đề nhanh nhạy
Muốn gắn bó lâu dài với công ty và phát triển bản thân
Mức lương siêu cạnh tranh lên tới 30 triệu tuỳ theo năng lực và kinh nghiệm (có thể thỏa thuận)
Trợ cấp ăn trưa 70.000đ/1 bữa, gửi xe miễn phí, văn phòng đầy đủ bánh kẹo, cafe, nước uống
Ký hợp đồng lao động, đóng bảo hiểm đầy đủ
Chế độ lương thưởng hấp dẫn, lương tháng 13
Môi trường làm việc năng động, cấp trên tâm lý, đồng nghiệp trẻ trung, đoàn kết hỗ trợ nhau trong công việc
Cơ hội giao lưu học hỏi về những công nghệ tiên tiến nhất trong lĩnh vực CNTT nói chung và phát triển lập trình web, app nói riêng"
b-class:senior_backend_developer_nodejs_java_mysql,b-class,"Senior Backend Developer (NodeJS, Java, MySQL)","['Java', 'MySQL', 'NodeJS']","Gold Star, 766/1 Sư Vạn Hạnh, Phường 12, District 10, Ho Chi Minh","Chế độ lương thưởng hấp dẫn
Môi trường trẻ trung, năng động
Có cơ hội tiếp xúc, học hỏi về nhiều công nghệ mới","Phát triển hệ thống sử dụng ngôn ngữ Java, Node.js
Phát triển hệ thống server và cấu trúc dữ liệu cho các dự án của công ty
Có kinh nghiệm phát triển back-end từ 3 năm - 5 năm
Có thể sử dụng các ngôn ngữ Node.js/Java , Mysql/MongoDB
Biết sử dụng Git
Có hiểu biết về HTTP, API, REST...
Biết về Database migration hoặc tuning
Có kinh nghiệm xây dựng CI/CD pipeline, Git
Có kinh nghiệm về AWS hoặc Serverless
Có kinh nghiệm phát triển các dự án blockchain(Mainnet như ERC, BTC, XRP,vv…)
Giao tiếp tiếng anh cơ bản
Không ngần ngại đưa ra ý kiến cá nhân
Không ngại thử thách và tiếp cận với những công nghệ mới
Có năng lực giải quyết vấn đề nhanh nhạy
Muốn gắn bó lâu dài với công ty và phát triển bản thân
Lương: 20 – 30 triệu (có thể thỏa thuận cao hơn nếu làm tốt công việc)
Chế độ làm việc 4+1 (04 ngày làm việc chính thức, 1 ngày tự học tại nhà, áp dụng tùy theo kết quả làm việc)
Thời gian làm việc: 9:00 – 18:00 (1 tiếng 15 phút nghỉ trưa từ 12:00- 13:15)
Thưởng hàng tháng lên tới 10% mức lương cơ bản
Thưởng theo dự án
Trợ cấp ăn trưa 70.000 VNĐ/ ngày , gửi xe miễn phí, văn phòng đầy đủ bánh kẹo, cafe, nước uống
Chế độ lương thưởng hấp dẫn, lương tháng 13
Môi trường làm việc năng động, cấp trên tâm lý, đồng nghiệp trẻ trung,
đoàn kết hỗ trợ nhau trong công việc
Cơ hội giao lưu học hỏi về những công nghệ tiên tiến nhất trong lĩnh vực CNTT nói chung
và phát triển lập trình web, app nói riêng"
b-class:software_architect_cloud_aws,b-class,"Software Architect (Cloud, AWS)","['AWS', 'Software Architect', 'Cloud']","Gold Star, 766/1 Sư Vạn Hạnh, Phường 12, District 10, Ho Chi Minh","Chế độ lương thưởng hấp dẫn
Môi trường trẻ trung, năng động
Có cơ hội tiếp xúc, học hỏi về nhiều công nghệ mới","Tuyển dụng Software Architect
Phát triển hệ thống kiến trúc cho các dự án của công ty
Có kinh nghiệm cấu trúc và vận hành AWS architect
Có kinh nghiệm về EC2, RDS, ECS, ECK, VPC, VPN, Subnet, ELB, SNS, S3, CloudFront, Route53, CM, Redis, CW, etc…
Có kinh nghiệm cấu trúc và vận hành monitoring system
Quản lý và nâng cấp Docker container
Quản lý tool CI/CD: Cấu trúc CI/CD cho từng môi trường dev, product cho từng system
Quản lý Framework 3rd party
Quản lý và nâng cấp từng version system
Quản lý và thiết kế để tối ưu hóa chi phí Architecture
Thiết kế bảo mật
Quản lý quyền IAM nội bộ
Quản lý quyền theo level của dev (server)
Quản lý WAF
Có kinh nghiệm xây dựng CI/CD pipeline, Git
Có kinh nghiệm về AWS hoặc Serverless
Giao tiếp tiếng anh cơ bản
Không ngần ngại đưa ra ý kiến cá nhân
Không ngại thử thách và tiếp cận với những công nghệ mới
Có năng lực giải quyết vấn đề nhanh nhạy
Muốn gắn bó lâu dài với công ty và phát triển bản thân
Lương: 20 – 30 triệu (có thể thỏa thuận cao hơn nếu làm tốt công việc)
Chế độ làm việc 4+1 (04 ngày làm việc chính thức, 1 ngày tự học tại nhà, áp dụng tùy theo kết quả làm việc)
Thời gian làm việc: 9:00 – 18:00 (1 tiếng 15 phút nghỉ trưa từ 12:00- 13:15)
Thưởng hàng tháng lên tới 10% mức lương cơ bản
Thưởng theo dự án
Trợ cấp ăn trưa 70.000 VNĐ/ ngày , gửi xe miễn phí, văn phòng đầy đủ bánh kẹo, cafe, nước uống
Chế độ lương thưởng hấp dẫn, lương tháng 13
Môi trường làm việc năng động, cấp trên tâm lý, đồng nghiệp trẻ trung,
đoàn kết hỗ trợ nhau trong công việc
Cơ hội giao lưu học hỏi về những công nghệ tiên tiến nhất trong lĩnh vực CNTT nói chung và phát triển lập trình web, app nói riêng"
b-class:frontend_developer_reactjs_react_native_vuejs,b-class,"Frontend Developer (ReactJS, React Native, VueJS)","['ReactJS', 'React Native', 'VueJS']","Gold Star, 766/1 Sư Vạn Hạnh, Phường 12, District 10, Ho Chi Minh","Chế độ lương thưởng hấp dẫn
Môi trường trẻ trung, năng động
Có cơ hội tiếp xúc, học hỏi về nhiều công nghệ mới","Phát triển front-end ứng dụng framework như ReactJS, VueJS, vv…
Phát triển và bảo trì web, ứng dụng
Có kinh nghiệm phát triển front-end
Thành thạo HTML, CSS
Có hiểu biết về React.js, React Native
Có kinh nghiệm sử dụng GitHub, GitLab
Có hiểu biết về HTTP, API, REST...
Có quan tâm hoặc có kinh nghiệm làm việc với các dự án Blockchain, sàn giao dịch crypto
Giao tiếp tiếng anh cơ bản
Không ngần ngại đưa ra ý kiến cá nhân
Không ngại thử thách và tiếp cận với những công nghệ mới
Có năng lực giải quyết vấn đề nhanh nhạy
Muốn gắn bó lâu dài với công ty và phát triển bản thân
Mức lương 10 - 30 triệu (thỏa thuận theo năng lực và kinh nghiệm làm việc)
Chế độ làm việc 4+1 (04 ngày làm việc chính thức, 1 ngày tự học tại nhà, áp dụng tùy theo kết quả làm việc)
Thưởng hàng tháng lên tới 10% mức lương cơ bản
Thưởng theo dự án
Trợ cấp ăn trưa 70.000đ/1 bữa, gửi xe miễn phí, văn phòng đầy đủ đồ ăn nhẹ, cafe, nước uống
Ký hợp đồng lao động, đóng bảo hiểm đầy đủ
Chế độ lương thưởng hấp dẫn, lương tháng 13
Môi trường làm việc năng động, cấp trên tâm lý, đồng nghiệp trẻ trung, đoàn kết hỗ trợ nhau trong công việc
Cơ hội giao lưu học hỏi về những công nghệ tiên tiến nhất trong lĩnh vực CNTT nói chung và phát triển lập trình web, app nói riêng"
relationshop-inc:fullstack_developer_nodejsreactjsangular,relationshop-inc,Full-Stack Developer (NodeJS/ReactJS/Angular),"['AngularJS', 'NodeJS', 'ReactJS']","195 Dreamplex Building, Ward 15, Binh Thanh, Ho Chi Minh",#N/A,"Be a team member in an agile Scrum/Kanban team.
Improve and maintain current features.
Develop new features per the product team specs.
Develop and improve existing system infrastructure to support better performance and productivity.
Opportunity to experience a great workplace where young & world-class talents work together passionately.
Very diverse offline and online seminars & workshop provided by company, supervisors, mentors and buddies.
Clear and flexible career path.
Competitive income with 13th-month salary and attractive performance bonus.
Annual leave: 12 days/year and other leaves/public holidays in accordance with the Labor Law of Vietnam.
Periodic medical checkup, Health/Social Insurances & Bao Viet Insurance after 10 months of employment.
Be provided with high performance laptop and screen.
Working in a progressive and international environment.
Complimentary snacks, fruits, drinks everyday.
Team building, company trip and monthly internal events."
relationshop-inc:bridge_software_engineer_brse,relationshop-inc,Bridge Software Engineer (BrSE),"['Business Analyst', 'Solution Architect']","9th Floor, Dreamplex Building,195 Đien Bien Phu, Ward 15, Binh Thanh, Ho Chi Minh",#N/A,"Enable Level 2 Support, working closely with local Leaders to develop and enhance processes and operational performance
Responsible for bridging between North American customers and offshore project teams in Vietnam.
Perform deliverables review for the Vietnam team if needed.
Communicate with the related stakeholders from North America and the project management and software development teams in charge of the project.
Analyze, clarify and transfer clients' requests and requirements to project team members.
Successfully manage the relationship with the key stakeholders through excellent communication and being responsible for requirement management.
Assist the Project Manager with project scope, estimation, planning, monitoring and controlling.
Cooperate with project team members to lead projects to success.
Work closely with Project Leader and Technical Leader to monitor and control the projects.
Working in a progressive and international environment
Competitive salary and yearly salary review
Bonus: 13th month salary and attractive performance bonus
Knowledge sharing and training
General company activities
Complimentary snacks, fruits, drinks everyday
Team building, company trip and monthly internal events."
relationshop-inc:tester_qaqc,relationshop-inc,Tester (QA/QC),"['Tester', 'QA QC', 'Automation Test']","195 Dreamplex Building, Ward 15, Binh Thanh, Ho Chi Minh",#N/A,"Create and maintain test cases.
Conduct manual QA and discover issues.
Work with Operations to understand incoming client issues.
Work with Engineering to resolve bugs.
Test mobile app, mobile web and web applications.
Be a gatekeeper for the team's product quality.
minimum 2 years experience as QA Engineer.
Manual QA.
Writing test cases.
TSQL.
Jira.
Postman.
Good English communication skills.
QA Automation.
Selenium
Python (custom QA code)
Browser Stack
Lambda Test
TestRail
Appium Framework (Mobile)
Selenium Grid for Mobile Automation
Image Magic for UI Automation."
relationshop-inc:backend_developer_php_c_c,relationshop-inc,"Backend Developer (PHP, C++, C#)","['PHP', 'C++', 'C#']","9th Floor, Dreamplex Building,195 Đien Bien Phu, Ward 15, Binh Thanh, Ho Chi Minh",#N/A,"Be part of a Scrum Team
Improve and maintain current features
Fix issues, improve performance and enhance the general stability per product team specs.
Develop new features per the product team specs.
Be part of design and architecture discussions
PHP - 2y+
DynamoDB- 2y+
AWS MQ
Good English communication skills
Mandrill (Transactional Email Service, email alerts)
C++ or C#
Bash (tooling, automation)
Crontab (Scheduled Jobs)
Memcache (Caching)
AWS RDS (MySQL)
Solr (Search)
Haskell (Solr document re-indexer)
AWS SQS (Solr index job queue)
Python
Competitive income with 13th month salary and attractive performance bonus.
Annual leave: 12 days/year and other leaves/public holidays in accordance with the Labor Law of Vietnam
Periodic medical checkup, Health/Social Insurances & Bao Viet Insurance after 10 months of employment
Be provided with high performance laptop and screen
Opportunity to experience a great workplace where young & world-class talents work together passionately
Very diverse offline and online seminars & workshop provided by company, supervisors, mentors and buddies
Clear and flexible career path
Working in a progressive and international environment.
Complimentary snacks, fruits, drinks everyday.
Team building, company trip and monthly internal events."
glohow:uiux_designer,glohow,UI/UX Designer,"['UI-UX', 'JavaScript', 'Designer']","Tầng 6, Số 12 + 12 BIS, Trần Quang Khải, Phường Tân Định, District 1, Ho Chi Minh","The perks of working with us!
When your life works, Your work works!
Because your good health is our secret weapon!","Integrate business, technology, user, and content requirements to formulate design concepts that guide the development of prototypes, user flows, design patterns, and mock-ups.
Collaborate closely with cross-functional teams, including developers and business team to bring your designs to life.
Conduct user research and usability testing to understand user problems, validate design decisions, and iterate on user feedback.
Lead the design process for both corporate and game-related brand websites, ensuring consistent branding and user engagement.
3+ years of relevant work experience in web design as a fully proficient individual contributor in a product environment.
Familiarity with design tools such as Figma.
Ability to tackle complex, ambiguous problems and break them down into smaller, well-defined initiatives.
Basic understanding of front-end technologies such as HTML, CSS, and JavaScript.
Excellent communication skills (both verbal and written) in English.
Bachelor’s degree in Design or equivalent professional experience.
The perks of working with us!
Free training prior to the work
Five-day work week 09:00 am. to 06:00 pm
Free training prior to the work
Five-day work week 09:00 am. to 06:00 pm
When your life works, Your work works!
Birthday Leave
TGIS (Thank God It's Six Hours Today!)
Annual leave
Birthday Leave
TGIS (Thank God It's Six Hours Today!)
Annual leave
Happiness comes first, let's enjoy our treats!
Company Trip (Playshop)
Cafe/Snack Bar
Festival/ Birthday Event
Company Trip (Playshop)
Cafe/Snack Bar
Festival/ Birthday Event
Because your good health is our secret weapon!
Annual Health Check-up
Health Insurance
Sick Leave
Annual Health Check-up
Health Insurance
Sick Leave
Global Working EnvironmentConstantly learning and growing in the global working environment, you are encouraged to experience different areas of business across various countries.
Constantly learning and growing in the global working environment, you are encouraged to experience different areas of business across various countries.
DiversityWork with an open mindset and allow people to share their ideas to develop a multinational and multicultural organization that respects diverse ideas to accomplish the final result.
Work with an open mindset and allow people to share their ideas to develop a multinational and multicultural organization that respects diverse ideas to accomplish the final result.
Specialty ImprovementWith the diversity, individuality, and charm of every member of Glohow, our warm working culture encourages all members to grow and improve. Every member has their own specialty and skillset - so we call each other by our names, not by our positions or levels.
With the diversity, individuality, and charm of every member of Glohow, our warm working culture encourages all members to grow and improve. Every member has their own specialty and skillset - so we call each other by our names, not by our positions or levels."
glohow:frontend_engineer_javascript_vuejs_reactjs,glohow,"Frontend Engineer (JavaScript, VueJS, ReactJS)","['JavaScript', 'ReactJS', 'VueJS']","Tầng 6, Số 12 + 12 BIS, Trần Quang Khải, Phường Tân Định, District 1, Ho Chi Minh","The perks of working with us!
When your life works, Your work works!
Because your good health is our secret weapon!","Develop and maintain websites with a focus on high performance and responsiveness.
Collaborate closely with UI/UX designers to translate wireframes into interactive and efficient code.
Interaction with backend API integration.
Optimize website performance for maximum speed and scalability.
Ensure cross-browser compatibility and troubleshoot performance and usability issues
2+ years of Front-End Development and Web Development skills.
Proven experience in building applications using Vue.js and React.
Proficiency in HTML, and JavaScript.
Knowledge of version control systems.
Ability to collaborate effectively using the English language with cross-functional teams.
Bachelor’s degree in Computer Science, Engineering, or a related field, or equivalent experience.
The perks of working with us!
Free training prior to the work
Five-day work week 09:00 am. to 06:00 pm
Free training prior to the work
Five-day work week 09:00 am. to 06:00 pm
When your life works, Your work works!
Birthday Leave
TGIS (Thank God It's Six Hours Today!)
Annual leave
Birthday Leave
TGIS (Thank God It's Six Hours Today!)
Annual leave
Happiness comes first, let's enjoy our treats!
Company Trip (Playshop)
Cafe/Snack Bar
Festival/ Birthday Event
Company Trip (Playshop)
Cafe/Snack Bar
Festival/ Birthday Event
Because your good health is our secret weapon!
Annual Health Check-up
Health Insurance
Sick Leave
Annual Health Check-up
Health Insurance
Sick Leave
Global Working EnvironmentConstantly learning and growing in the global working environment, you are encouraged to experience different areas of business across various countries.
Constantly learning and growing in the global working environment, you are encouraged to experience different areas of business across various countries.
DiversityWork with an open mindset and allow people to share their ideas to develop a multinational and multicultural organization that respects diverse ideas to accomplish the final result.
Work with an open mindset and allow people to share their ideas to develop a multinational and multicultural organization that respects diverse ideas to accomplish the final result.
Specialty ImprovementWith the diversity, individuality, and charm of every member of Glohow, our warm working culture encourages all members to grow and improve. Every member has their own specialty and skillset - so we call each other by our names, not by our positions or levels.
With the diversity, individuality, and charm of every member of Glohow, our warm working culture encourages all members to grow and improve. Every member has their own specialty and skillset - so we call each other by our names, not by our positions or levels."
